,tweet_vader_score,tweet_neg_score,tweet_pos_score,tweet_neu_score,tweet_source,tweet_text,tweet_date
133,0.4019,0.0,0.153,0.847,fantastic ms.,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,Tue Aug 07 23:32:22 +0000 2018
134,0.0,0.0,0.0,1.0,fantastic ms.,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",Tue Aug 07 23:32:15 +0000 2018
135,0.4404,0.0,0.132,0.868,fantastic ms.,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",Tue Aug 07 23:28:56 +0000 2018
136,0.7574,0.0,0.245,0.755,fantastic ms.,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",Tue Aug 07 23:06:06 +0000 2018
137,0.4199,0.0,0.482,0.518,fantastic ms.,"@LNRBLB thank you, Eleanor! 🎉",Sat Aug 04 03:47:44 +0000 2018
138,0.4199,0.0,0.583,0.417,fantastic ms.,@cckate thank you! 💖,Sat Aug 04 03:27:03 +0000 2018
139,0.7574,0.0,0.276,0.724,fantastic ms.,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",Sat Aug 04 03:12:25 +0000 2018
140,0.0772,0.0,0.126,0.874,BBC News (World),In pictures: ‘This is the Sudan I want to show’ https://t.co/PNUWRIDphF,Tue Aug 21 23:28:19 +0000 2018
141,0.4215,0.0,0.359,0.641,BBC News (World),Facebook gives users trustworthiness score https://t.co/vo48STgpEd,Tue Aug 21 22:43:18 +0000 2018
142,0.0,0.0,0.0,1.0,BBC News (World),Spokane residents launch campaign to blow smoke back to Canada https://t.co/27EwqTYhfl,Tue Aug 21 22:17:04 +0000 2018
143,0.0,0.0,0.0,1.0,BBC News (World),A lawyer at 61: Why it's never too late to switch careers https://t.co/moYZ4xznP0,Tue Aug 21 22:06:38 +0000 2018
144,0.0,0.0,0.0,1.0,BBC News (World),Paul Manafort convicted: What did we learn from trial? https://t.co/3VxgTaqKAX,Tue Aug 21 21:50:38 +0000 2018
145,-0.743,0.24,0.0,0.76,BBC News (World),"RT @BBCBreaking: Trump's former lawyer Michael Cohen pleads guilty to violating campaign finance laws, says he did so at direction of ""the…",Tue Aug 21 21:14:52 +0000 2018
146,0.0,0.0,0.0,1.0,BBC News (World),Michael Cohen: Trump's personal lawyer who paid a porn star https://t.co/6yuEF3YE61,Tue Aug 21 21:05:56 +0000 2018
147,0.0,0.0,0.0,1.0,BBC News (World),RT @BBCJonSopel: Former @realDonaldTrump personal lawyer #MichaelCohen who paid off @StormyDaniels weeks before election #MichaelCohen says…,Tue Aug 21 20:54:54 +0000 2018
148,-0.8689,0.381,0.089,0.53,BBC News (World),"RT @BBCBreaking: Ex-Trump campaign chief Paul Manafort guilty of tax fraud charges, jury fails to reach verdict on 10 other counts https://…",Tue Aug 21 20:43:33 +0000 2018
149,0.0,0.0,0.0,1.0,BBC News (World),Pope's message ahead of Ireland visit https://t.co/teBnNCOw6r,Tue Aug 21 20:18:18 +0000 2018
150,0.0,0.0,0.0,1.0,BBC News (World),Venezuela paralysed by launch of sovereign bolivar currency https://t.co/e0rOWF017V,Tue Aug 21 20:13:05 +0000 2018
151,-0.1531,0.06,0.0,0.94,BBC News (World),"RT @awzurcher: The plea deal is the first step. The sentencing - and what, if anything, Cohen does or says to reduce his jail time - is the…",Tue Aug 21 19:51:12 +0000 2018
152,0.128,0.197,0.229,0.573,BBC News (World),Aerial photos reveal the stark divide between rich and poor https://t.co/QuDZBkiAdO,Tue Aug 21 19:47:48 +0000 2018
153,-0.8074,0.58,0.0,0.42,BBC News (World),US inmates nationwide strike to protest 'modern slavery' https://t.co/J6HcZdOLcx,Tue Aug 21 19:41:46 +0000 2018
154,0.0,0.0,0.0,1.0,BBC News (World),Christopher Steele: Defamation case against dossier author dismissed https://t.co/lOnrSm6OZu,Tue Aug 21 19:08:04 +0000 2018
155,-0.6597,0.231,0.0,0.769,BBC News (World),"RT @BBCJonSopel: Uncomfortable day for @realDonaldTrump. 
Former lawyer and Mr Fixit, #MichaelCohen due in court to plead guilty to multipl…",Tue Aug 21 18:54:06 +0000 2018
156,0.0,0.0,0.0,1.0,BBC News (World),Mystery gunman targets New York luxury high-rise https://t.co/lYGiOsWEHM,Tue Aug 21 18:45:31 +0000 2018
157,-0.8689,0.494,0.0,0.506,BBC News (World),"Spain knifeman shot dead in Barcelona was ""gay and suicidal"" https://t.co/7xFYfkqHCv",Tue Aug 21 18:19:38 +0000 2018
158,0.0,0.0,0.0,1.0,BBC News (World),RT @BBCBreaking: Former Trump lawyer Michael Cohen has entered into a plea deal with US federal prosecutors in New York - US media https://…,Tue Aug 21 18:06:53 +0000 2018
159,0.1779,0.1,0.131,0.769,BBC News (World),"RT @BBCBreaking: Oscar-winning Danny Boyle will no longer direct 25th Bond film due to ""creative differences"", producers say https://t.co/a…",Tue Aug 21 17:49:28 +0000 2018
160,0.0,0.0,0.0,1.0,CBS News,Rep. Duncan Hunter and his wife indicted https://t.co/p5DszHv2ic https://t.co/76MhZOBFqa,Wed Aug 22 00:39:46 +0000 2018
161,0.0,0.0,0.0,1.0,CBS News,Michael Cohen says he paid off women at Trump's direction to influence election https://t.co/sQYELkzvTb https://t.co/YyH7g1HadP,Wed Aug 22 00:19:51 +0000 2018
162,0.0,0.0,0.0,1.0,CBS News,“It should have never happened…the immigration laws are such a disgrace”: President Trump appears to refer to Iowa… https://t.co/ckXgh5zD6a,Tue Aug 21 23:59:14 +0000 2018
163,0.9186,0.0,0.433,0.567,CBS News,"“You are proud of our history. And unlike the NFL, you always honor and cherish our great American flag,” President… https://t.co/TXLRYlbmUc",Tue Aug 21 23:26:22 +0000 2018
164,0.4404,0.0,0.139,0.861,CBS News,"HAPPENING NOW: President Trump speaks to supporters at West Virginia rally, just hours after key associates Paul Ma… https://t.co/BUdogu4Gw3",Tue Aug 21 23:21:27 +0000 2018
165,-0.2732,0.11,0.0,0.89,CBS News,"Tom Hanks is among more than 1,000 people who sent birthday postcards to a 12-year-old girl battling leukemia… https://t.co/ei6hoLeMh1",Tue Aug 21 23:09:57 +0000 2018
166,-0.872,0.344,0.0,0.656,CBS News,"Officials say murdered Iowa college student Mollie Tibbetts was allegedly killed by a 24-year-old man, who is an il… https://t.co/TvYpNu5z36",Tue Aug 21 23:06:24 +0000 2018
167,-0.7845,0.257,0.0,0.743,CBS News,"RT @CBSEveningNews: Chris Watts, whose pregnant wife and two young daughters were found dead in a shallow grave and oil tanks, has confesse…",Tue Aug 21 23:01:30 +0000 2018
168,0.5789,0.0,0.253,0.747,CBS News,"""Legally the Manafort convictions don't jeopardize the President, but they do fortify the special counsel..."":… https://t.co/ptvJrWElHV",Tue Aug 21 22:52:33 +0000 2018
169,-0.7351,0.267,0.0,0.733,CBS News,"HER TOO? Asia Argento denies allegations that she sexually assaulted a teen boy, says accuser tried extorting her a… https://t.co/TsDaKHxh6V",Tue Aug 21 22:50:01 +0000 2018
170,-0.743,0.27,0.0,0.73,CBS News,"RT @CBSEveningNews: Pres. Trump’s former personal attorney Michael Cohen pleaded guilty to eight felony counts on Tuesday, including campai…",Tue Aug 21 22:46:46 +0000 2018
171,-0.296,0.199,0.11,0.691,CBS News,"Paul Manafort was found guilty of 8 of 18 charges today, marking the first conviction for Special Counsel Robert Mu… https://t.co/XucyOMnstf",Tue Aug 21 22:46:22 +0000 2018
172,-0.4215,0.128,0.0,0.872,CBS News,LIVE UPDATES: President Trump is set to speak in West Virginia after Michael Cohen's guilty plea and Paul Manafort'… https://t.co/YFIU4A2mRn,Tue Aug 21 22:30:01 +0000 2018
173,-0.2263,0.106,0.0,0.894,CBS News,"A class-action lawsuit against the marketing company Herbalife could involve more than 100,000 plaintiffs and up to… https://t.co/yYT6ALzAmm",Tue Aug 21 22:09:36 +0000 2018
174,0.0,0.0,0.0,1.0,CBS News,Wyoming and Alaska have tight primary contests tonight. Here's what you need to know: https://t.co/byUn3JKF2z https://t.co/hFhiSi45CO,Tue Aug 21 21:50:45 +0000 2018
175,-0.5256,0.152,0.0,0.848,CBS News,"WATCH: President Trump, arriving in West Virginia, says he feels ""very badly"" for Paul Manafort after he was found… https://t.co/zN2shgIYev",Tue Aug 21 21:43:35 +0000 2018
176,-0.7269,0.289,0.0,0.711,CBS News,MOLLIE TIBBETTS CASE: A 24-year-old man has been charged for allegedly murdering the Iowa college student. Official… https://t.co/lf0NNSUfgf,Tue Aug 21 21:41:01 +0000 2018
177,0.0,0.0,0.0,1.0,CBS News,"Two senators investigating Russian interference in the 2016 election say they have ""recently reengaged"" Michael Coh… https://t.co/jzqyOSm27I",Tue Aug 21 21:35:39 +0000 2018
178,-0.6997,0.284,0.062,0.654,CBS News,"White House sources say there's worry in the building over the Paul Manafort guilty verdict. ""It's really hard to g… https://t.co/QOZrVM6hL6",Tue Aug 21 21:30:29 +0000 2018
179,-0.6214,0.263,0.0,0.737,CBS News,"Michael Cohen is going to pay ""a very, very serious price"" after pleading guilty, Deputy U.S. Attorney Robert Khuza… https://t.co/Bkn7BdBAEs",Tue Aug 21 21:23:15 +0000 2018
180,0.0,0.0,0.0,1.0,The New York Times,"“If anybody told me the story I’m telling,” he said, “I wouldn’t believe it.” 

A widower met a younger woman on th… https://t.co/FG18uRX8nb",Wed Aug 22 00:32:08 +0000 2018
181,-0.2023,0.184,0.0,0.816,The New York Times,Everyone charged in the Russia investigation so far https://t.co/0RtqheXzCU,Wed Aug 22 00:14:05 +0000 2018
182,0.0,0.0,0.0,1.0,The New York Times,"Mollie Tibbetts, a 20-year-old student at the University of Iowa, was last seen a month ago while going for a jog i… https://t.co/6jAbckk1p2",Wed Aug 22 00:02:01 +0000 2018
183,-0.875,0.37,0.0,0.63,The New York Times,"RT @nytvideo: Michael Cohen, President Trump's former fixer, pleaded guilty to tax evasion, bank fraud and campaign finance violations. Her…",Tue Aug 21 23:46:06 +0000 2018
184,0.0,0.0,0.0,1.0,The New York Times,Breaking News: Facebook took down 652 accounts and pages after finding a new influence campaign ahead of the midter… https://t.co/iaKA4zG99e,Tue Aug 21 23:29:50 +0000 2018
185,0.0,0.0,0.0,1.0,The New York Times,"RT @sheeraf: And our story is out! Facebook announcing a much bigger take down of accounts, pages and groups taking part in influence opera…",Tue Aug 21 23:26:15 +0000 2018
186,0.0,0.0,0.0,1.0,The New York Times,"RT @sheeraf: This time, Facebook is naming names. They will announce that a coordinated influence campaign, some of which originated in Ira…",Tue Aug 21 23:26:02 +0000 2018
187,-0.1531,0.127,0.1,0.773,The New York Times,"RT @karenyourish: (Jan.) Cohen: Trump denies affair
↓
(Feb.) Cohen: Ok, I paid Stormy
↓
(April) Trump: I didn’t know about payment
↓
(Tuesd…",Tue Aug 21 23:21:03 +0000 2018
188,0.0,0.0,0.0,1.0,The New York Times,"Michael Cohen's plea came shortly before another blow to President Trump: his former campaign manager, Paul Manafor… https://t.co/LKedIWImpV",Tue Aug 21 23:09:18 +0000 2018
189,-0.5267,0.246,0.119,0.634,The New York Times,Michael Cohen also pleaded guilty to multiple counts of tax evasion and bank fraud. Here's the plea agreement betwe… https://t.co/m3G5DMe9E1,Tue Aug 21 23:02:33 +0000 2018
190,0.0,0.0,0.0,1.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/7yZNr6JgMB,Tue Aug 21 22:47:01 +0000 2018
191,0.0,0.0,0.0,1.0,The New York Times,Here’s everything Trump’s team has said about the payment to Stormy Daniels https://t.co/xu8KIYsBP0,Tue Aug 21 22:32:06 +0000 2018
192,0.6249,0.0,0.203,0.797,The New York Times,"RT @katierogers: ""One collateral effect of Mr. Cohen’s plea agreement is that it may allow Michael Avenatti, Ms. Clifford’s lawyer, to proc…",Tue Aug 21 22:17:03 +0000 2018
193,0.0,0.0,0.0,1.0,The New York Times,Michael Cohen made the admission about President Trump’s role in the payments to an adult film actress and a former… https://t.co/ww2qUXJYHV,Tue Aug 21 22:02:00 +0000 2018
194,0.0,0.0,0.0,1.0,The New York Times,"RT @peterbakernyt: Cohen says he paid off Stormy Daniels ""at the direction of the candidate,” meaning Trump. ⁦@WRashbaum⁩ ⁦@maggieNYT⁩ ⁦@be…",Tue Aug 21 21:47:06 +0000 2018
195,0.0,0.0,0.0,1.0,The New York Times,"RT @jmartNYT: Point here being: Cohen wasn't just Trump's lawyer, handling zoning regs and such.  He was part of a tiny inner circle in yea…",Tue Aug 21 21:30:10 +0000 2018
196,0.0,0.0,0.0,1.0,The New York Times,Breaking News: Michael Cohen said in court that he paid Stormy Daniels “at the direction of” Donald Trump for the p… https://t.co/68TdyFfmt8,Tue Aug 21 21:13:02 +0000 2018
197,-0.5859,0.174,0.0,0.826,The New York Times,"RT @peterbakernyt: Paul Manafort, President Trump’s former campaign chairman, was convicted on Tuesday in his financial fraud trial, bringi…",Tue Aug 21 21:11:06 +0000 2018
198,0.5106,0.0,0.193,0.807,The New York Times,"The verdict was a victory for the special counsel, Robert S. Mueller III, whose prosecutors built a case that Mr. M… https://t.co/dhWPMwsR5D",Tue Aug 21 20:56:00 +0000 2018
199,-0.34,0.107,0.0,0.893,The New York Times,"Breaking News: The former Trump campaign chief Paul Manafort was convicted of eight counts of fraud, but the jury c… https://t.co/xlPtL3LyWq",Tue Aug 21 20:44:21 +0000 2018
200,-0.4215,0.135,0.0,0.865,CNN,RT @CNNSitRoom: Michael Cohen's attorney Lanny Davis tweeted this after his client decided to plead guilty today https://t.co/ToXVnfWi0G ht…,Tue Aug 21 22:37:48 +0000 2018
201,-0.4019,0.137,0.0,0.863,CNN,"“The President’s in a lot of trouble, Wolf, and we’re coming for him.” Stormy Daniels’ attorney @MichaelAvenatti re… https://t.co/yhAOrv8ZhD",Tue Aug 21 22:30:54 +0000 2018
202,-0.5719,0.198,0.0,0.802,CNN,A father and son who recorded a terrifying video of their experience driving through a wildfire speak with… https://t.co/RxoGeMZzLz,Tue Aug 21 22:25:05 +0000 2018
203,-0.2732,0.1,0.0,0.9,CNN,"JUST IN: Rep. Duncan Hunter and his wife, Margaret, indicted on charges related to the misuse of campaign funds… https://t.co/3s15bdXlX1",Tue Aug 21 22:22:26 +0000 2018
204,-0.5719,0.198,0.0,0.802,CNN,A father and son who recorded a terrifying video of their experience driving through a wildfire speak with… https://t.co/oEDL8fAzo2,Tue Aug 21 22:14:47 +0000 2018
205,0.0,0.0,0.0,1.0,CNN,"McClatchy, the publisher of more than two dozen daily newspapers across the country, announced that it will reduce… https://t.co/qc0h86eEwX",Tue Aug 21 22:10:33 +0000 2018
206,0.0,0.0,0.0,1.0,CNN,READ: Former Trump lawyer Michael Cohen's plea deal https://t.co/F0cTZstKGd https://t.co/Mnf7tM8Cxj,Tue Aug 21 22:08:11 +0000 2018
207,0.2449,0.064,0.109,0.827,CNN,Uber has agreed to pay 56 current and former employees $1.9 million to settle their claims of gender discrimination… https://t.co/WQFHrJnbeR,Tue Aug 21 22:00:40 +0000 2018
208,-0.1027,0.06,0.0,0.94,CNN,"Former Trump lawyer Michael Cohen “decided that he was above the law, and for that he’s going to pay a very, very s… https://t.co/mz872lnHCJ",Tue Aug 21 21:56:28 +0000 2018
209,-0.128,0.202,0.14,0.658,CNN,"JUST IN: After Paul Manafort is found guilty on 8 charges, President Trump praises his former campaign chairman as… https://t.co/qULdnwS7hU",Tue Aug 21 21:53:49 +0000 2018
210,-0.886,0.394,0.0,0.606,CNN,"An undocumented immigrant has been charged with first-degree murder in the presumed death of Mollie Tibbetts, an Io… https://t.co/KYkgKeBMfD",Tue Aug 21 21:49:54 +0000 2018
211,0.0,0.0,0.0,1.0,CNN,"RT @TheLeadCNN: Michael Cohen, Trump's former personal attorney, said in a plea deal that ""in coordination and at the direction of a candid…",Tue Aug 21 21:42:46 +0000 2018
212,-0.4215,0.135,0.0,0.865,CNN,Former Trump lawyer Michael Cohen pleaded guilty to eight counts that include tax evasion and campaign finance viol… https://t.co/4OXAA4RQ82,Tue Aug 21 21:32:06 +0000 2018
213,0.0,0.0,0.0,1.0,CNN,"Michael Cohen, Trump's former personal attorney, said in a plea deal that ""in coordination and at the direction of… https://t.co/Y4rHkzE9xL",Tue Aug 21 21:18:01 +0000 2018
214,-0.7351,0.408,0.0,0.592,CNN,BREAKING: Michael Cohen pleads guilty to eight criminal counts https://t.co/51f0RlYxW5 https://t.co/sBnfRuVpFx,Tue Aug 21 21:16:47 +0000 2018
215,-0.8316,0.37,0.0,0.63,CNN,"Former Trump campaign chairman Paul Manafort found guilty on:
• 5 counts of tax fraud
• 1 charge of hiding foreign… https://t.co/CteymWMFYO",Tue Aug 21 21:02:32 +0000 2018
216,-0.765,0.268,0.0,0.732,CNN,BREAKING: Former Trump campaign chairman Paul Manafort found guilty on eight counts in fraud trial. The judge has d… https://t.co/laDLm7UD4J,Tue Aug 21 20:46:10 +0000 2018
217,0.1531,0.138,0.17,0.691,CNN,A plane carrying Post Malone successfully made an emergency landing after experiencing issues during takeoff… https://t.co/BgEycoHWeb,Tue Aug 21 20:32:52 +0000 2018
218,0.5106,0.0,0.13,0.87,CNN,RT @CNNMoney: Dow climbs 64 points. S&amp;P 500 notches highest close since late January. TD Ameritrade drops 7% after JPMorgan launches free o…,Tue Aug 21 20:25:09 +0000 2018
219,0.2023,0.106,0.142,0.752,CNN,"Israel has relaxed its rules on gun permits, making up to 500,000 more civilians eligible to carry firearms… https://t.co/w9NH5tSIvY",Tue Aug 21 20:23:55 +0000 2018
220,0.8626,0.0,0.551,0.449,fantastic ms.,"@Chisa omg, this is so great! thank you, Teresa! 😍",Sat Aug 04 03:05:32 +0000 2018
221,0.5095,0.0,0.148,0.852,fantastic ms.,RT @andreabedini: I am extremely grateful to @fox for showing me today how technology became anti-human while we weren’t paying attention.…,Sat Aug 04 03:04:39 +0000 2018
222,0.8395,0.0,0.562,0.438,fantastic ms.,"@andreabedini thank you, Andrea! I’m glad you’ve found it useful!",Sat Aug 04 03:04:32 +0000 2018
223,0.4199,0.0,0.482,0.518,fantastic ms.,"@evandotly thank you, Evan! 🌸",Sat Aug 04 03:03:40 +0000 2018
224,0.5106,0.0,0.191,0.809,fantastic ms.,RT @msandfor: #dddperth We must build ethical thinking into the way we build software https://t.co/F4QKYOVT1p,Sat Aug 04 03:03:16 +0000 2018
225,0.0,0.0,0.0,1.0,fantastic ms.,RT @MichelePlayfair: Thread ☝️☝️ 8 principles of ethics in tech from @fox at #DDDPerth 👏,Sat Aug 04 03:03:07 +0000 2018
226,0.6908,0.0,0.851,0.149,fantastic ms.,@samwilson yes :),Sat Aug 04 03:02:36 +0000 2018
227,-0.2732,0.094,0.047,0.858,fantastic ms.,"RT @Amys_Kapers: Until anyone can survive and thrive on the web, no matter their background, gender, ethnicity, etc, the web isn't a welcom…",Sat Aug 04 03:01:15 +0000 2018
228,0.3182,0.0,0.187,0.813,fantastic ms.,RT @MichelePlayfair: . @fox dropping the keynote truth bombs at #dddperth https://t.co/RKAgOSozMB,Sat Aug 04 03:00:55 +0000 2018
229,0.6705,0.0,0.234,0.766,fantastic ms.,"RT @Mandy_Kerr: “Disruption isn’t a getaway free card to bypass laws, freedoms, moral compass, civil rights and human protections” - @fox #…",Sat Aug 04 03:00:48 +0000 2018
230,0.4404,0.0,0.225,0.775,fantastic ms.,RT @Chisa: TOO much good stuff from @Fox @dddperth #dddperth https://t.co/XVI1DHGQdd,Sat Aug 04 02:43:00 +0000 2018
231,-0.8714,0.368,0.0,0.632,fantastic ms.,RT @kylietimpani: I cannot applaud or amplify @fox’s message enough: the web is at a crisis point. Tech is unethical. Exclusionary. A platf…,Sat Aug 04 02:42:39 +0000 2018
232,0.4215,0.0,0.259,0.741,fantastic ms.,RT @Caiwrote: @fox laying down some truths #DDDPerth https://t.co/o2eJNcU5UQ,Sat Aug 04 02:42:17 +0000 2018
233,0.0,0.0,0.0,1.0,fantastic ms.,"RT @Mandy_Kerr: “Technology should be a mindful, quiet companion to our lives” - @fox #DDDPerth https://t.co/vB6wBAdqvr",Sat Aug 04 02:41:59 +0000 2018
234,0.4404,0.0,0.127,0.873,fantastic ms.,"RT @LJKenward: Opening #DDDPerth is the incredible @fox with Towards a welcoming Web.

The Pitfalls of Technology:

Move fast and break thi…",Sat Aug 04 02:41:51 +0000 2018
235,-0.1779,0.15,0.12,0.73,fantastic ms.,I forgot that Twitter is the epicentre of harassment and anxiety-inducing content. Back to sharing via Buffer and n… https://t.co/jiBOURbIKk,Fri Aug 03 08:49:38 +0000 2018
236,-0.886,0.363,0.0,0.637,fantastic ms.,"RT @evan_greer: Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeo…",Fri Aug 03 08:20:43 +0000 2018
237,0.8398,0.0,0.346,0.654,fantastic ms.,"It’s a privilege to be opening #dddperth tomorrow morning! Come and find out how to build an ethical, welcoming Web… https://t.co/eC1xTFZ3YR",Fri Aug 03 07:24:56 +0000 2018
238,0.0,0.0,0.0,1.0,fantastic ms.,RT @verge: A note from the editors of The Verge https://t.co/B3wF4dNukg https://t.co/fhgvH9WlkC,Fri Aug 03 07:21:15 +0000 2018
239,0.0,0.0,0.0,1.0,fantastic ms.,"What are your favourite newsletters covering the following subjects: tech, design, front-end, culture, design objects, travel, well-being?",Thu Aug 02 04:10:03 +0000 2018
240,0.0,0.0,0.0,1.0,BBC News (World),"Eight-year-old girl survives flash flooding in southern Italy which claimed lives of 10 hikers

https://t.co/TIX6UUmuQm",Tue Aug 21 16:21:51 +0000 2018
241,-0.2023,0.184,0.0,0.816,BBC News (World),Two charged in US with spying for Iran https://t.co/VNHAPFwrRo,Tue Aug 21 16:19:04 +0000 2018
242,0.0,0.0,0.0,1.0,BBC News (World),"RT @BBCWorld: #Brexit: UK and EU will negotiate continuously between now and March as talks enter the ""final phase"", EU's Michel Barnier sa…",Tue Aug 21 16:09:53 +0000 2018
243,0.0,0.0,0.0,1.0,BBC News (World),"#Brexit: UK and EU will negotiate continuously between now and March as talks enter the ""final phase"", EU's Michel… https://t.co/XuEa2eGne9",Tue Aug 21 16:07:51 +0000 2018
244,0.0,0.0,0.0,1.0,BBC News (World),Global Questions in India: Ask your question https://t.co/LcKdH4OG1Y,Tue Aug 21 15:45:07 +0000 2018
245,0.3182,0.0,0.103,0.897,BBC News (World),"400,000 people have left Greece since 2008

Here's more on how the country has been reshaped since its huge financi… https://t.co/yWFKKinmAf",Tue Aug 21 15:35:21 +0000 2018
246,0.0,0.0,0.0,1.0,BBC News (World),"How Ireland has changed since the last time a pope visited 

https://t.co/oCpafCE6NC  #PopeInIreland https://t.co/AI2SgWsGII",Tue Aug 21 15:32:25 +0000 2018
247,-0.6369,0.47,0.0,0.53,BBC News (World),Bobi Wine protests: Uganda army sorry over beating journalists https://t.co/tXWDJ19Lkh,Tue Aug 21 15:24:48 +0000 2018
248,-0.6597,0.351,0.0,0.649,BBC News (World),RT @BBCNorthAmerica: Mollie Tibbetts: Body feared to be missing Iowa jogger https://t.co/egCCc9sjmL,Tue Aug 21 15:22:46 +0000 2018
249,-0.5256,0.145,0.0,0.855,BBC News (World),"RT @BBCNews: ""Russia's foreign policy under President Putin has made the world a more dangerous place"" - Jeremy Hunt delivers speech on his…",Tue Aug 21 14:40:57 +0000 2018
250,-0.7096,0.457,0.0,0.543,BBC News (World),Nigeria police arrest traditional priest after laying curse https://t.co/t8sgXRux2r,Tue Aug 21 13:23:07 +0000 2018
251,0.0,0.0,0.0,1.0,BBC News (World),"RT @BBCNews: Here come the girls! 🎤🎶💃

#MTV #VMAs: Some of the stand-out moments

More here: https://t.co/1ujitTa6fp https://t.co/DqxKaKSC3p",Tue Aug 21 13:13:00 +0000 2018
252,0.0,0.0,0.0,1.0,BBC News (World),"RT @BBCNews: Papal visit: 3.7m Catholics in Ireland, but not enough priests https://t.co/QUHtv26mDJ",Tue Aug 21 13:12:47 +0000 2018
253,-0.8481,0.535,0.0,0.465,BBC News (World),Chief al-Qaeda bomb maker 'killed in Yemen strike' - US reports https://t.co/7jfkfaSkPK,Tue Aug 21 12:37:03 +0000 2018
254,0.0,0.0,0.0,1.0,BBC News (World),Nazi guard Palij deported by US to Germany https://t.co/xQdDq5Z3JJ,Tue Aug 21 11:20:06 +0000 2018
255,0.5719,0.0,0.291,0.709,BBC News (World),Arsène Wenger to get honour from Liberia's George Weah https://t.co/PkqFl5tEbq,Tue Aug 21 11:18:02 +0000 2018
256,0.0,0.0,0.0,1.0,BBC News (World),RT @BBCNorthAmerica: US students topple Confederate soldier statue in North Carolina https://t.co/RH4XIYR5CC,Tue Aug 21 11:17:25 +0000 2018
257,0.0,0.0,0.0,1.0,BBC News (World),Woman held after driving car into Irish government building in Dublin https://t.co/RQGBF0XC0J,Tue Aug 21 11:14:03 +0000 2018
258,-0.6705,0.407,0.0,0.593,BBC News (World),Spain's 'wolf pack' sex attackers confronted at Seville pool https://t.co/dBzzIZcYff,Tue Aug 21 10:51:41 +0000 2018
259,0.0,0.0,0.0,1.0,BBC News (World),RT @BBCYaldaHakim: Chicken for dinner? This is how much cash you need in #Venezuela https://t.co/sZrJG0XLtq https://t.co/3nzynpa0qN,Tue Aug 21 10:29:27 +0000 2018
260,-0.4215,0.149,0.0,0.851,CBS News,"President Trump's personal lawyer Michael Cohen has pleaded guilty to 8 counts, including making an excessive campa… https://t.co/QZWP0TNmzU",Tue Aug 21 21:17:06 +0000 2018
261,0.0772,0.127,0.141,0.732,CBS News,The plane carrying Post Malone made a safe emergency landing after it blew two tires during takeoff.… https://t.co/0qtoafbYT7,Tue Aug 21 20:59:49 +0000 2018
262,-0.886,0.354,0.0,0.646,CBS News,"Paul Manafort was found guilty of five tax fraud counts, two bank fraud counts and one count of not filing a requir… https://t.co/3yqwJTY9JC",Tue Aug 21 20:54:16 +0000 2018
263,-0.0772,0.124,0.11,0.766,CBS News,"""An uncomfortable truth for this White House"": @MajorCBS breaks down the convictions of Trump campaign members afte… https://t.co/y2sU3LD4A1",Tue Aug 21 20:48:52 +0000 2018
264,-0.4215,0.141,0.0,0.859,CBS News,"""Former Trump campaign chairman, Paul Manafort, has been found guilty of individual income tax return, filing a fal… https://t.co/4G8NjHeXC6",Tue Aug 21 20:43:33 +0000 2018
265,-0.765,0.398,0.0,0.602,CBS News,BREAKING: Paul Manafort found guilty on 8 counts in fraud trial. https://t.co/Os3VlPOSuv https://t.co/TtPguSj69x,Tue Aug 21 20:40:56 +0000 2018
266,-0.8555,0.343,0.0,0.657,CBS News,WATCH: The father of Shanann Watts broke down in tears as Christopher Watts appeared in court to face murder charge… https://t.co/mm0pu6HgvP,Tue Aug 21 20:40:08 +0000 2018
267,-0.5063,0.227,0.075,0.699,CBS News,"BREAKING: Paul Manafort jury returns verdict on 8 counts in fraud trial, couldn't reach consensus on 10 counts… https://t.co/A1uBKueR3N",Tue Aug 21 20:37:40 +0000 2018
268,-0.6486,0.202,0.0,0.798,CBS News,Prosecutors from six California counties announced Tuesday that the trial of the so-called Golden State Killer will… https://t.co/yqsF8UvKMZ,Tue Aug 21 20:21:00 +0000 2018
269,0.0,0.0,0.0,1.0,CBS News,The National Weather Service has issued a hurricane watch for parts of Hawaii as Hurricane Lane barrels toward the… https://t.co/7vb3nJMpxf,Tue Aug 21 20:04:42 +0000 2018
270,0.4939,0.0,0.176,0.824,CBS News,BREAKING: London-bound plane reportedly carrying rapper Post Malone lands safely at Stewart International Airport i… https://t.co/4To92RHudG,Tue Aug 21 20:01:15 +0000 2018
